"","text","sentiment"
"49","RT celtics Relive the best plays from Wednesday nights Round 2 victory brought to you by JetBlue httpstcowfjpvn68Zd","Very Positive"
"50","RT celtics Relive the best plays from Wednesday nights Round 2 victory brought to you by JetBlue httpstcowfjpvn68Zd","Very Positive"
"51","RT celtics Relive the best plays from Wednesday nights Round 2 victory brought to you by JetBlue httpstcowfjpvn68Zd","Very Positive"
"52","RT celtics Relive the best plays from Wednesday nights Round 2 victory brought to you by JetBlue httpstcowfjpvn68Zd","Very Positive"
"53","RT celtics Relive the best plays from Wednesday nights Round 2 victory brought to you by JetBlue httpstcowfjpvn68Zd","Very Positive"
"54","Relive the best plays from Wednesday nights Round 2 victory brought to you by JetBlue httpstcowfjpvn68Zd","Very Positive"
"55","robrutherford SouthwestAir JetBlue Thanks for submitting working on updating the website","Neutral"
"56","Looking for friendliest airline staff Hint big3 not included See the 7 best airlines for customer service httpstco9QPyR24WGA","Neutral"
"57","MariahhP erikadb37 JetBlue Same Im always trying to get Mariah to agree to us flying out of Austin or other s httpstcoYtv9428ue3","Neutral"
"58","Dont forget to be kind to one another today my JetBlue flight attendant","Positive"
"59","On the way to FLL and JetBlue s hooking it up with the ManUtd game live lifesgood httpstcoGGhWPoCp6G","Neutral"
"60","Just flew on JetBlue FLT 1415 JFK to SFO A total PLUS 3in more legroom FREE WiFi live TV AND I chkd very carefully NOBODY beat up","Neutral"
"61","SpiritAirlines WeAreALPA JetBlue united VirginAmerica SouthwestAir Hey SpiritAirlines 8 back in line to tak httpstcomMFhMghvc2","Neutral"
"62","JonnyBrains Unfortunately there isnt much we can do to help from here Youll need to reach out to the crew on site","Neutral"
"63","JetBlue Thx for the bland corporate response","Negative"
"64","Very real chance Ill be first on Mosaic last off seat assignment tomorrows JetBlue flight ��paxex httpstcoEpKYeeHKNx","Very Negative"
"65","Dont get me started not JetBlue RT familytravel4um Whats your worst airline customer service experiencehttpstcoBUBkn76ZTp","Neutral"
"66","pinkbostonlove Well pass this on","Positive"
"67","SpiritAirlines WeAreALPA JetBlue united VirginAmerica SouthwestAir And officially an hour delayed sitting on httpstcoiS2YAhuSYi","Negative"
"68","ithacarockey BrooklynBrewery Cheers ��","Neutral"
"69","MissMurder makes me glad I went with JetBlue instead on my way here to Las Vegas I hope you get to your destination soon enough ��","Very Positive"
"70","Carnegro JetBlue Wont he do it Wont he will","Neutral"
"71","Made a barber appointment on faith this morning and JetBlue came through with an arrival 10 minutes early Look at God","Positive"
"72","JetBlue They were unsure said I should contact you","Negative"
"73","JonnyBrains We understand how frustrating lost bags can be Please reach out to our baggage office","Negative"
"74","finishing up this delicious BrooklynBrewery Summer on my jetblue flight up to Boston Logan en route to SFO httpstcoJO4Bb87eSK","Positive"
"75","RT edsalvato Fight for LGBT rights by bidding on hot prizes travelauction httpstcoor8SU48Svy OutRightIntl MAWtravel FlyNorwe","Neutral"
"76","JetBlue And you guys lost my bag Seriously I fly about times a year with you and I could see that this was happening So frustrated","Very Negative"
"77","RT edsalvato Fight for LGBT rights by bidding on hot prizes travelauction httpstcoor8SU48Svy OutRightIntl MAWtravel FlyNorwe","Neutral"
"78","YosieDolllx3 Hopefully not too much longer Josephine Thanks for hanging in there","Neutral"
"79","mjonesTO We sure will Thanks for letting us know about Jankarlos","Neutral"
"80","5 Things I Wish Id Known Before Setting up Family Points JetBlue httpstcorIyRU6vwq7 familytravel travel httpstcooSGD9QVo7N","Neutral"
"81","SpiritAirlines WeAreALPA JetBlue united VirginAmerica SouthwestAir pumped to fly with yall in the future Spirit sucks","Negative"
"82","JetBlue Of boarding dog gas missed work not actual vacation etc$75 to use on JetBlue is nice  but gets me literally nowhere","Neutral"
"83","Great flight but how long imma be waiting for my luggage tho JetBlue","Positive"
"84","JetBlue It took a whilewe figured it out At the end of the day were getting there but the credit you guys offe httpstcoUILyidVM7W","Neutral"
"85","JetBlue Perfect Ill dm you","Neutral"
"86","stormymcbride If youd like to share feedback you can do that via DM If you need to enter a claim for broken items you will need to call","Neutral"
"87","JetBlue Jankarlos at LGA gate 3 just made my day Please pass along ","Positive"
"88","Check this out JetBlue Family Pooling 5 Things I Wish Id Known Before Setting  httpstcoUj13JBD4FH httpstco9GfAFg0JDx","Neutral"
"89","GBoe225 That flight is still scheduled and on time","Neutral"
"90","JetBlue Its not its about the poor customer service I have received since having my bag lost","Neutral"
"91","Im at JetBlue Terminal A in Carolina PR httpstcoc7GLGjleaJ","Neutral"
"92","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"93","JetBlue OK Well is B6813 still to depart on time to FLL","Positive"
"94","pinkbostonlove check with an inflight crewmember about it 22","Neutral"
"95","pinkbostonlove Movies are available for flights over 2 hours long httpstcohJiqEUWrn7 BOS RDU is right at 2 hours Did you 12","Very Positive"
"96","ConMeB Were happy to hear this Bess Thanks for sharing","Positive"
"97","stormymcbride If your inquiry is in regard to your baggage claim you will need to call the number we provided","Positive"
"98","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"99","GBoe225 Flight 1968 was cancelled due to maintenance","Neutral"
"100","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"101","JetBlue your representative Jacqueline and her supervisor was so great with helping me Thank you so much for the awesome customer service","Very Positive"
"102","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"103","JetBlue I dont need to reach them I need to reach your customer care dept Can you connect me with them","Neutral"
"104","stormymcbride You may reach Central Baggage at 18665385438","Neutral"
"105","JetBlue Why was B61968 cancelled","Neutral"
"106","JetBlue should I have had access to movies from Boston to Raleigh Because I didnt","Neutral"
"107","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"108","JetBlue It wasnt even a complete number 86 538 543","Neutral"
"109","stormymcbride Let us know what number they left for you and well try to get you a corrected number you can call","Positive"
"110","JetBlue Someone called about my claim and left a call back number that was not in service","Neutral"
"111","JetBlue I have my bag but am having to jump through hoops to get my broken items replaced","Negative"
"112","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"113","erikadb37 JetBlue I couldnt agree more JetBlue","Positive"
"114","Im at JetBlue Airways in Jamaica NY httpstcoSHtbqAd8kL","Neutral"
"115","stormymcbride Sorry to hear this Stormy Have you been reunited with your bag","Very Negative"
"116","I just earned the Dominican Republic Practically a Local badge TrueBlueBadges httpstcohryLzmUNMl TrueBlueBadges JetBlue","Neutral"
"117","Seriously JetBlue I am still having issues with your customer service after my bag was lost","Very Negative"
"118","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"119","PatrickMoorhead Gogo JetBlue Theyre suffering from a bit of firstmover disadvantage They could set up airto httpstcoQ88oTIM2ob","Very Negative"
"120","I just earned the Eat Your Cake amp Fly badge TrueBlueBadges httpstcoOSE8eYg7Gr TrueBlueBadges JetBlue","Neutral"
"121","I just earned the Dominican Republic Been There Done That badge TrueBlueBadges httpstcoJTXKXFmVQ2 TrueBlueBadges JetBlue","Neutral"
"122","robpegoraro Gogo Whatever system JetBlue uses is the best I travel 50 times a year and Gogo is crap","Neutral"
"123","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"124","I just earned the Dominican Republic Tourist badge TrueBlueBadges httpstcoOKgUZ0woGT TrueBlueBadges JetBlue","Neutral"
"125","I just earned the Facebook Friend badge TrueBlueBadges httpstcoOSG9rXzvFr TrueBlueBadges JetBlue","Neutral"
"126","I just earned the Back to Share One badge TrueBlueBadges httpstcozxcGVCOItN TrueBlueBadges JetBlue","Neutral"
"127","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"128","AirlineFlyer flyLAXairport JetBlue Im on one of the first Delta flights arriving into T2 tomorrow DL5690 So httpstcomdoBQ6EVb4","Neutral"
"129","I just earned the Lucky 7 badge TrueBlueBadges httpstcoMJEybIukF4 TrueBlueBadges JetBlue","Neutral"
"130","jetBlue ✈️�� JAX RampLifeJax  Jacksonville International Airport httpstconQgn8ZA5Fv","Negative"
"131","Will JetBlue waive baggage fees for noncardholders httpstcoZqAMX739ku TravelTips httpstcomzoizRPyo8","Neutral"
"132","erikadb37 Noted","Neutral"
"133","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"134","A glass of Rosé at Loft in jetblue s JFK T5 before my flight to San Diego Thanks to httpstcoN5VKeMRbzE","Neutral"
"135","JetBlue Literally a Flying Visit Meetings with new and existing clients  Would love to have you on our Client httpstco8CleP2Sr33","Positive"
"136","mamafair5 We love our OSC peeps ������","Positive"
"137","I wish JetBlue flew out of San Antonio I need a cheap flight to Puerto Rico ��","Negative"
"138","I just earned the Ten Tweets badge TrueBlueBadges httpstcoBNQEW65opC TrueBlueBadges JetBlue","Neutral"
"139","GirlFromJersey1 Cant wait to hear the final itinerary Thanks for letting us part of the fun ��������","Positive"
"140","Celebrating 7 years at JetBlue working out of OSC Love my JetBlue family across the network lovemyjob jetblue httpstco9XP5RnBkhH","Positive"
"141","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"142","I just earned the Ten Tweets badge TrueBlueBadges httpstcoBUVYQgTAa0 TrueBlueBadges JetBlue","Neutral"
"143","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"144","Win four free JetBlue tickets to anywhere in the Caribbean httpstcodBXlUmUd2L","Very Positive"
"145","Will be in LasVegas in a couple of weeks Flying with JetBlue Parties and Events are in the works  Booking for 2018  GirlFromJersey1","Neutral"
"146","therealaaron87 Yay for FlyFi Sorry about the TV Well get you a $15 credit for that if youll DM your confirmation code here 12","Positive"
"147","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"148","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"149","JPS207 Thanks for your feedback Joan","Neutral"
"150","JetBlue May Be the Only Airline That Gets Airplane Food  Travel Intelligence httpstcoAUEgw3X0au httpstcoDMW2OrJclf","Neutral"
"151","JetBlue What can we do to make your flight worseMe You can keep my free TV from workingatleastfreewifi probablystillthebestairline","Positive"
"152","MikkaC7R Sorry its been so frustrating You can check the status of the bag at this link httpstcodg3sBsyNL8","Very Negative"
"153","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"154","JetBlue youre still my fave airline but I dont know how many more times I can make that long hike to the cab stand JFKairport","Positive"
"155","BrandyMi JetBlue Well pass your comments on to the local jetblue station manager","Positive"
"156","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"157","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"158","henrikkjellberg anything back Quoting us the wrong time and then customer service telling us JetBlue told you something else is lunacy","Negative"
"159","JetBlue Is this true If so its pretty crappy Still waiting for delivery of bag today","Neutral"
"160","JetBlue my wife landed yesterday and her checked bag was not on the plane Was told they wait to fill up truck and send bags later","Neutral"
"161","JetBlue Airways JBLU April Traffic Rises 82 Capacity Up httpstcoWb620t47IJ markets economy","Neutral"
"162","I scream You scream  you know the rest Hey Shaq Attack maybe youll have Coolhaus on your next JetBlue httpstco8unpYzP9je","Very Negative"
"163","This is why JetBlue is THE BEST httpstcoYmkP849761","Positive"
"164","Big up JetBlue for the ice cream httpstcoRwgrUJFRrC","Neutral"
"165","Oh yes CaribJournal this looks good Win four free JetBlue tickets to anywhere in the Caribbean Enter now httpstcooKYOVPDkuX","Very Positive"
"166","JetBlue letting waiting passengers DJ is really the best thing ever In what other terminal will you hear Nirvana followed by KrisKross","Positive"
"167","tomstring Sounds good Tom ","Positive"
"168","JetBlue to Offer AList Experience for All Customers Traveling Through LAX Terminal 5 httpstcokIupzbb4wt  flyLAXairport","Neutral"
"169","RT shescandid JetBlue Review Why Millennials Should Fly JetBlue httpstco3HPaumQIdq TravelBlogger TravelNoire httpstcoGWZCY9","Neutral"
"170","Two most underrated airlines JetBlue  and SpiritAirlines cheap and lots of room on plane Thats all that matters","Very Negative"
"171","Gresh49 JetBlue and AlaskaAir is the best","Positive"
"172","Apparently Even More Space on JetBlue means Even More Babies All four screaming children are sitting within two rows of me ��","Very Positive"
"173","JetBlue Review Why Millennials Should Fly JetBlue httpstco3HPaumQIdq TravelBlogger TravelNoire httpstcoGWZCY9HLLG","Neutral"
"174","How Does Livery Happen The Jetblue Way  Metropolitan Airport News httpstconB8n1m9hvJ","Neutral"
"175","JetBlue Thank you so much and I see we need be at FLL 3 hours prior I work for BA amp will be taking our new LGWFLL flight","Neutral"
"176","kolodsofun Sorry to hear about the confusion Did you get everything straightened out Lisa","Very Negative"
"177","Drew a lucky straw today onboard JetBlue flying with their ChairmanHayes and CFO Steve Priest They fly on their own planes","Neutral"
"178","JetBlue Named Top 20 Place to Work in Forbes Americas Best Employers of 2017 List for 3rd Consecutive Year httpstco7qE6Pg6CJp","Positive"
"179","tomstring that is FLL then you may purchase one there 22","Neutral"
"180","tomstring Sorry we missed your tweet Tom You can purchase a Cuban tourist visa at the airport from which you will fly to Cuba If 12","Very Negative"
"181","JetBlue Yes rebooked but lost a day of my bachelor party that I cant get back Zero attempt has been made to re httpstcoXrpPF41MO0","Negative"
"182","JetBlue Named Top 20 Place to Work in Forbes Americas Best Employers of 2017 List for 3rd yr in a row httpstcoF9eQxIaGff","Positive"
"183","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"184","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"185","RT mullenloweus Congrats to our teams in Boston + NY and amgreetings and JetBlue for three pencils at OneShow last night httpstco","Neutral"
"186","Oh Im set Pumped to go see some family in a few weeks flying my favorite JetBlue travel ���� httpstcoc2I2ohgC41","Positive"
"187","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"188","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"189","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"190","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"191","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"192","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"193","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"194","JetBlue FYI since you havent responded we were on the phone rescheduling flights got booked on all wrong flights  now heading home ��","Negative"
"195","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"196","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"197","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"198","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"199","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"200","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"201","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"202","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"203","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"204","CFO of JetBlue is on my flight and thanked everyone for flying JetBlue Givin away free tickets at end of the flight Well played JetBlue","Very Positive"
"205","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"206","I just earned the Nice to Tweet You badge TrueBlueBadges httpstco6SdeTc575p TrueBlueBadges JetBlue","Positive"
"207","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"208","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"209","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"210","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"211","nickgould Correct","Positive"
"212","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"213","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"214","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"215","JetBlue Can you advise","Neutral"
"216","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"217","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"218","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"219","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"220","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"221","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"222","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"223","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"224","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"225","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"226","JetBlue TCAirlinesUK still no further forward although had responded Plane leaving tonight JFK MAN he NEEDS to be on it","Neutral"
"227","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"228","Boston looking quite nice at 630 this morning JetBlue redeye a320 jb602 httpstcohHi7V2IWlL","Positive"
"229","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"230","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"231","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"232","IAAbusiness AlaskaAir This is great to have new optionshow about some JetBlue routes out of INDairport ","Positive"
"233","JetBlue 616 is scheduled to depart at 110  now showing 230 Are we talking about the same flight","Neutral"
"234","RT MrScottEddy monicabragau JetBlue FLLFlyer VISITFLORIDA ShareALittleSun Thanks so much same to you","Neutral"
"235","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"236","JetBlue Airways JBLU April Traffic Rises 82 Capacity Up httpstcot43cIhHt81 $JBLU","Neutral"
"237","nickgould The plane is in SFO but is awaiting the ok from Air Traffic Control As soon as we get the green light youll be on your way","Neutral"
"238","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"239","RT SherrodbCSN Shout out to Jetblue folks Jerricka and Eddie They did an amazing job at pleasing this notsohappy flier today https","Neutral"
"240","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"241","JetBlue Airways JBLU April Traffic Rises 82 Capacity Up httpstcoL1AdngHpEO","Neutral"
"242","JetBlue to Offer AList Experience for All Customers Traveling Through LAX Terminal 5 httpstco6CtzGo6kn8","Neutral"
"243","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"244","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"245","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"246","Fying just got SWEETER You can now get a scoop of coolhaus on JetBlue MINT flights out of LAX �� MileHausClub httpstco2ffhfqIJbA","Neutral"
"247","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"248","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"249","JetBlue Airways JBLU April Traffic Rises 82 Capacity Up httpstcojRhAdzvZIj $JBLU JetBlue","Neutral"
"250","Check out my TrueBlueBadges Map httpstco9Hc0BhbM55 TrueBlueBadges JetBlue Enjoy Your Flight","Positive"
"251","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"252","JetBlue to Offer AList Experience for All Customers Traveling Through LAX Terminal 5 httpstcoAbAytA73mB","Neutral"
"253","mametown WiFi is free and faster on JetBlue We just need to  get Hammerberg and we can have a little Get Away With It reunion","Neutral"
